City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
361,al ghayzah,16.2079,52.176,27.32,65,0,3.28,YE,1699815400
362,petropavlovsk-kamchatsky,53.0452,158.6483,-3.08,74,75,12.52,RU,1699815400
363,gadzhiyevo,69.2551,33.3362,-7.91,98,90,4.65,RU,1699815400
364,lambarene,-0.7001,10.2406,24.73,92,62,1.18,GA,1699815400
365,sur,22.5667,59.5289,25.94,55,100,1.56,OM,1699815401
366,broken hill,-31.95,141.4333,14.82,37,74,6.05,AU,1699815401
367,carutapera,-1.195,-46.02,29.66,58,6,4.25,BR,1699815401
368,cestos city,5.46,-9.5828,26.51,86,100,3.16,LR,1699815401
369,mount isa,-20.7333,139.5,19.87,88,0,0.0,AU,1699815401
370,mogadishu,2.0371,45.3438,27.99,76,76,3.7,SO,1699815401
371,sharm el-sheikh,27.8518,34.305,28.08,51,40,3.6,EG,1699815391
372,venev,54.3553,38.2684,8.46,77,100,8.81,RU,1699815402
373,hirara,24.8,125.2833,22.15,73,75,11.32,JP,1699815402
374,port macquarie,-31.4333,152.9167,21.61,90,100,8.21,AU,1699815296
375,kabare,-2.4683,28.8242,16.95,96,93,0.36,CD,1699815402
376,braslaw,55.644,27.0455,3.65,96,100,4.3,BY,1699815402
377,carbonear,47.7332,-53.2148,1.46,86,99,4.91,CA,1699815403
378,twin rivers,40.264,-74.4913,9.38,54,100,1.34,US,1699815199
379,as sulayyil,20.4607,45.5779,24.14,37,77,3.79,SA,1699815403
380,vyksa,55.3175,42.1744,7.07,89,100,7.29,RU,1699815403
381,jaynagar-majilpur,22.1758,88.4178,21.64,63,28,3.04,IN,1699815403
382,saint-philippe,-21.3585,55.7679,21.77,81,45,3.19,RE,1699815403
383,novodvinsk,64.4165,40.8122,-3.45,93,18,2.77,RU,1699815403
384,callao,-12.0667,-77.15,22.16,68,75,4.63,PE,1699815404
385,tonghae,37.5439,129.1069,2.27,52,34,4.0,KR,1699815404
386,laojunmiao,39.8333,97.7333,-1.85,46,0,0.49,CN,1699815404
387,markala,13.7021,-6.0659,30.78,9,86,3.1,ML,1699815404
388,recreo,-29.2818,-65.061,26.44,36,100,4.22,AR,1699815404
389,nar'yan-mar,67.6713,53.087,-8.27,94,16,2.68,RU,1699815404
390,gereida,11.2811,25.1414,29.29,47,57,3.68,SD,1699815404
391,port augusta,-32.5,137.7667,15.41,49,100,3.61,AU,1699815405
392,yangliuqing,39.1375,116.9997,-1.03,42,0,2.81,CN,1699815405
393,gebeit,21.0667,36.3167,25.48,64,71,3.47,SD,1699815405
394,ostersund,63.1792,14.6357,-4.1,93,100,2.06,SE,1699815405
395,santa marta,11.2408,-74.199,33.03,74,20,2.06,CO,1699815405
396,wafangdian,39.6183,122.0081,-4.32,63,0,2.9,CN,1699815405
397,chibougamau,49.9168,-74.3659,-5.21,93,100,2.57,CA,1699815406
398,opuwo,-18.0607,13.84,27.18,32,97,5.93,NA,1699815406
399,machico,32.7,-16.7667,21.67,80,75,3.09,PT,1699815406
400,tannum sands,-23.9504,151.3693,21.94,73,75,2.57,AU,1699815406
401,gondar,12.6,37.4667,15.21,76,73,2.17,ET,1699815406
402,geraldton,-28.7667,114.6,19.23,77,0,5.14,AU,1699815406
403,bugene,-1.5911,31.1403,15.7,92,20,1.08,TZ,1699815406
404,mahibadhoo,3.7833,72.9667,27.39,77,77,1.92,MV,1699815407
405,touros,-5.1989,-35.4608,27.85,63,0,7.6,BR,1699815407
406,borkum,53.5809,6.6915,7.97,77,6,5.88,DE,1699815407
407,dunedin,-45.8742,170.5036,13.77,69,100,3.61,NZ,1699815407
408,severnoye,56.3491,78.3619,1.1,98,100,4.47,RU,1699815407
409,lima duarte,-21.8425,-43.7931,34.32,30,90,2.68,BR,1699815407
410,as samawah,31.332,45.2944,25.36,29,100,1.83,IQ,1699815407
411,cambria,35.5641,-121.0808,25.68,60,65,0.89,US,1699815408
412,newman,37.3138,-121.0208,19.47,36,93,3.62,US,1699815408
413,neiafu,-18.65,-173.9833,23.38,94,75,3.6,TO,1699815408
414,kayangel,8.0823,134.7173,28.25,80,78,6.52,PW,1699815408
415,condega,13.365,-86.3985,27.93,68,49,3.9,NI,1699815408
416,kailua-kona,19.6406,-155.9956,26.95,77,20,3.09,US,1699815408
417,band,46.5833,24.3833,0.66,93,20,0.51,RO,1699815408
418,codrington,-38.2667,141.9667,10.5,77,82,2.76,AU,1699815409
419,ola,59.5833,151.2833,-10.64,67,100,7.09,RU,1699815409
420,fort st. john,56.2499,-120.8529,1.94,60,20,5.66,CA,1699815379
421,hoima,1.4356,31.3436,20.02,84,14,0.79,UG,1699815410
422,arkhangel'sk,64.5401,40.5433,-3.26,93,17,2.72,RU,1699815411
423,georgiyevka,43.0369,74.7114,6.02,93,75,4.0,KZ,1699815411
424,zdunska wola,51.5992,18.9397,5.18,99,97,4.24,PL,1699815411
425,eyl,7.9803,49.8164,27.53,79,100,7.92,SO,1699815411
426,sao joao batista,-27.2761,-48.8494,33.06,89,41,2.67,BR,1699815411
427,pangoa,-12.1167,-73.0,27.75,75,64,0.8,PE,1699815412
428,heroica guaymas,27.9333,-110.9,28.82,26,0,2.21,MX,1699815412
429,barkhan,29.8977,69.5256,15.16,34,18,0.8,PK,1699815412
430,puerto cabezas,14.0351,-83.3888,27.99,88,88,5.01,NI,1699815412
431,sinabang,2.4803,96.3801,26.06,87,100,2.32,ID,1699815412
432,okakarara,-20.5833,17.4333,24.07,40,45,4.86,NA,1699815412
433,kingston,17.997,-76.7936,33.53,68,40,9.77,JM,1699815278
434,yongchuan,29.3514,105.8947,10.9,86,100,2.17,CN,1699815413
435,villa maria grande,-31.6656,-59.9018,19.77,87,100,3.86,AR,1699815413
436,abatskoye,56.2875,70.4555,3.83,96,100,2.59,RU,1699815413
437,port moresby,-9.4431,147.1797,20.68,94,75,2.57,PG,1699815413
438,colonia,50.9333,6.95,7.76,85,20,2.06,DE,1699815250
439,vilyuysk,63.7553,121.6247,-20.24,99,42,2.16,RU,1699815414
440,gunnison,38.7,-107.0673,6.06,23,0,1.2,US,1699815414
441,vuktyl,63.8567,57.3094,-3.83,98,100,1.34,RU,1699815414
442,kavieng,-2.5744,150.7967,27.18,72,100,3.11,PG,1699815414
443,el bauga,18.262,33.9081,32.09,24,100,3.69,SD,1699815414
444,kathu,7.9178,98.3332,29.27,78,92,2.96,TH,1699815415
445,al qubbah,32.7616,22.2424,16.11,91,100,2.84,LY,1699815415
446,kavaratti,10.5669,72.642,27.74,75,96,2.18,IN,1699815415
447,virac,13.6333,124.2167,22.62,89,100,2.8,PH,1699815316
448,cabedelo,-6.9811,-34.8339,30.37,64,0,6.42,BR,1699815415
449,mariental,-24.6333,17.9667,28.44,17,18,5.59,NA,1699815415
450,taunggyi,20.7833,97.0333,15.46,95,100,0.56,MM,1699815415
451,calliope,-24.0,151.2,21.91,73,75,2.57,AU,1699815416
452,mo i rana,66.3128,14.1428,-4.74,63,0,2.06,NO,1699815416
453,alofi,-19.0595,-169.9187,22.94,94,100,5.14,NU,1699815416
454,sona,45.4388,10.8255,8.69,87,0,1.54,IT,1699815416
455,choma,-16.8065,26.9531,23.42,30,9,2.38,ZM,1699815416
456,adi keyh,14.8444,39.3772,15.59,60,14,1.98,ER,1699815416
457,guerrero negro,27.9769,-114.0611,25.06,21,0,1.82,MX,1699815417
458,kone,-21.0595,164.8658,19.13,77,24,1.6,NC,1699815417
459,mount juliet,36.2001,-86.5186,20.27,40,40,1.54,US,1699815417
460,afaahiti,-17.75,-149.2833,27.93,82,7,3.39,PF,1699815417
461,revda,56.801,59.9303,-0.13,90,24,3.0,RU,1699815417
462,lethem,3.3803,-59.7968,34.05,42,95,6.57,GY,1699815417
463,boundiali,9.5217,-6.4869,29.87,41,94,1.31,CI,1699815417
464,mlimba,-8.8,35.8167,24.64,85,94,4.14,TZ,1699815418
465,plouzane,48.3833,-4.6167,13.03,94,100,7.72,FR,1699815418
466,den helder,52.9599,4.7593,7.21,96,100,4.63,NL,1699815418
467,santa luzia,-19.7697,-43.8514,38.21,21,20,1.54,BR,1699815418
468,ouesso,1.6136,16.0517,22.61,95,59,0.94,CG,1699815418
469,kurumkan,54.3,110.3,-8.82,84,14,0.45,RU,1699815418
470,valparaiso,-33.0393,-71.6273,18.33,68,75,3.6,CL,1699815418
471,sittwe,20.15,92.9,24.44,78,63,2.32,MM,1699815419
472,pisco,-13.7,-76.2167,22.79,73,0,4.63,PE,1699815419
473,nguigmi,14.2495,13.1092,28.64,19,5,4.78,NE,1699815419
474,paphos,34.7667,32.4167,19.88,73,34,3.09,CY,1699815203
475,vanimo,-2.6741,141.3028,25.18,91,95,2.1,PG,1699815419
476,chifeng,42.2683,118.9636,-8.65,76,0,2.87,CN,1699815419
477,constitucion,-35.3333,-72.4167,14.28,48,0,8.7,CL,1699815419
478,nyala,12.05,24.8833,28.62,40,38,3.0,SD,1699815420
479,berdigestyakh,62.0989,126.6992,-14.18,92,100,4.93,RU,1699815420
480,tromso,69.6496,18.957,-1.99,54,0,6.17,NO,1699815420
481,shalqar,47.8333,59.6,5.33,77,11,1.39,KZ,1699815420
482,sao felix do xingu,-6.6447,-51.995,36.77,27,100,1.94,BR,1699815257
483,labytnangi,66.6572,66.4183,-12.1,90,8,3.65,RU,1699815421
484,haiku-pauwela,20.9219,-156.3051,26.13,65,20,7.72,US,1699815421
485,pariaman,-0.619,100.12,25.03,88,100,1.33,ID,1699815421
486,thatta,24.7475,67.9235,24.17,31,96,2.57,PK,1699815421
487,salym,60.0625,71.4789,-0.52,96,100,2.67,RU,1699815421
488,morristown,36.214,-83.2949,19.65,34,0,2.06,US,1699815279
489,saint-joseph,-21.3667,55.6167,21.21,80,24,3.02,RE,1699815421
490,pandan,14.0453,124.1694,27.1,86,99,5.81,PH,1699815422
491,kupang,-10.1667,123.5833,27.32,89,8,1.54,ID,1699815422
492,tindouf,27.6711,-8.1474,29.25,20,0,2.57,DZ,1699815422
493,ivanteyevka,55.9711,37.9208,7.81,95,100,2.24,RU,1699815422
494,veraval,20.9,70.3667,26.89,36,100,3.43,IN,1699815422
495,santo antonio,-6.3106,-35.4789,30.58,39,0,7.81,BR,1699815423
496,masindi,1.6744,31.715,19.35,89,73,0.82,UG,1699815423
497,esil,51.9556,66.4042,2.73,95,40,3.16,KZ,1699815423
498,gao,16.6362,1.637,28.3,9,0,4.94,ML,1699815423
499,robertsport,6.7533,-11.3686,27.22,83,82,4.66,LR,1699815424
500,berberati,4.2612,15.7922,21.1,97,97,0.73,CF,1699815424
501,treillieres,47.3333,-1.6333,14.84,96,100,1.34,FR,1699815424
502,linton,39.0348,-87.1658,16.89,32,0,2.65,US,1699815424
503,lerwick,60.1545,-1.1494,8.0,77,23,5.37,GB,1699815425
504,kishangarh,26.5667,74.8667,18.14,44,3,2.78,IN,1699815425
505,wacheng,33.7833,114.5167,3.76,47,100,1.63,CN,1699815425
506,natal,-5.795,-35.2094,29.36,61,20,8.75,BR,1699815425
507,anloga,5.7947,0.8973,28.18,79,0,4.64,GH,1699815425
508,faya-largeau,17.9257,19.1043,28.56,22,4,5.78,TD,1699815426
509,tucuma,-0.1833,-50.05,31.95,48,9,4.82,BR,1699815426
510,betio village,1.358,172.9211,28.02,81,100,4.18,KI,1699815426
511,regeneracao,-6.2378,-42.6883,39.37,18,1,3.09,BR,1699815426
512,al mijlad,11.0333,27.7333,32.73,35,45,4.71,SD,1699815427
513,rio grande,-32.035,-52.0986,16.06,85,100,0.9,BR,1699815427
514,lagunillas,10.1301,-71.2595,30.86,69,100,2.24,VE,1699815427
515,shingu,33.7333,135.9833,10.79,69,82,10.01,JP,1699815427
516,mossel bay,-34.1831,22.146,15.96,74,0,0.54,ZA,1699815427
517,turpan,42.9333,89.1667,6.16,31,14,0.4,CN,1699815428
518,grand rapids,42.9634,-85.6681,12.09,51,75,5.14,US,1699815428
519,urangan,-25.3,152.9,20.82,69,81,2.89,AU,1699815428
520,sovetskiy,61.3614,63.5842,-2.28,97,89,2.24,RU,1699815428
521,las lomas,8.4333,-82.4,30.67,80,40,2.06,PA,1699815429
522,kanniyakumari,8.0833,77.5667,27.11,73,84,5.41,IN,1699815429
523,colonia nicolich,-34.8131,-56.0447,21.06,60,75,8.75,UY,1699815429
524,springbok,-29.6643,17.8865,19.17,26,0,4.4,ZA,1699815430
525,kachug,53.9606,105.8817,-13.27,96,100,0.2,RU,1699815430
526,nizhnesortymskiy,62.4397,71.7603,-3.13,95,98,5.46,RU,1699815430
527,flin flon,54.7682,-101.865,-0.09,100,100,2.57,CA,1699815430
528,amol,36.4696,52.3507,17.88,64,100,1.74,IR,1699815430
529,hovd,48.0056,91.6419,-5.48,92,95,0.42,MN,1699815430
530,howrah,22.5892,88.3103,23.0,83,11,2.06,IN,1699815431
531,zyryanskoye,56.8306,86.6258,0.85,97,100,2.94,RU,1699815431
532,bubaque,11.2833,-15.8333,28.42,69,14,4.15,GW,1699815431
533,fada,9.5667,8.3,24.03,42,16,0.64,NG,1699815431
534,bandundu,-3.3167,17.3667,21.83,96,96,1.5,CD,1699815432
535,acarau,-2.8856,-40.12,29.25,60,0,8.23,BR,1699815433
536,aykhal,66.0,111.5,-12.2,86,100,3.15,RU,1699815434
537,galliano,29.4422,-90.2992,21.0,88,100,3.09,US,1699815434
538,pacific grove,36.6177,-121.9166,23.14,63,0,4.92,US,1699815301
539,ambon,-3.6954,128.1814,26.16,14,40,1.54,ID,1699815435
540,moranbah,-22.0016,148.0466,18.19,87,0,3.04,AU,1699815157
541,laascaanood,8.4774,47.3597,26.3,64,65,6.78,SO,1699815435
542,lata,40.1629,-8.3327,18.37,96,100,1.54,PT,1699815435
543,riviera beach,26.7753,-80.0581,30.59,70,75,3.6,US,1699815436
544,aral,40.5156,81.2636,5.38,32,0,2.3,CN,1699815436
545,icano,-28.9193,-65.3282,22.99,58,100,2.37,AR,1699815436
546,phumi veal sre,10.9808,104.7783,25.28,89,86,2.39,KH,1699815436
547,kenai,60.5544,-151.2583,-13.95,85,0,2.06,US,1699815437
548,biltine,14.5333,20.9167,31.21,20,91,3.77,TD,1699815437
549,sierra vista southeast,31.4539,-110.2164,19.5,46,0,2.24,US,1699815437
550,cooper's town,26.8667,-77.5167,25.78,66,100,3.32,BS,1699815437
551,kievka,50.2619,71.5514,3.47,90,100,5.22,KZ,1699815437
552,usinsk,65.9939,57.5281,-11.07,97,30,2.68,RU,1699815398
553,calingasta,-31.3308,-69.4078,28.01,7,0,15.55,AR,1699815438
554,pudozh,61.8099,36.5345,2.75,98,100,2.68,RU,1699815438
555,rio gallegos,-51.6226,-69.2181,16.03,27,0,6.17,AR,1699815438
556,binji,13.2228,4.9096,28.99,16,80,4.74,NG,1699815438
557,pont-rouge,46.7566,-71.6978,2.55,48,7,2.57,CA,1699815438
558,turkmenabat,39.0733,63.5786,7.99,46,0,4.12,TM,1699815439
559,nyurba,63.2842,118.3319,-21.48,100,98,1.3,RU,1699815439
560,yamada,39.4667,141.95,5.26,79,100,2.73,JP,1699815439
561,tavda,58.0425,65.2726,0.94,95,19,1.79,RU,1699815439
562,phatthalung,7.5,100.0833,25.2,90,71,1.54,TH,1699815439
563,zhangjiakou,40.81,114.8794,-6.71,55,0,2.3,CN,1699815440
564,christchurch,-43.5333,172.6333,16.29,76,13,0.89,NZ,1699815440
565,ciudad de armeria,18.9333,-103.9667,32.52,55,3,3.07,MX,1699815440
566,saint-pierre,-21.3393,55.4781,21.82,78,0,3.09,RE,1699815440
567,pokachi,61.7198,75.3683,-0.97,96,100,3.85,RU,1699815440
568,lubao,14.9167,120.55,26.84,82,98,1.72,PH,1699815441
569,makoua,0.0069,15.6333,22.94,97,100,1.28,CG,1699815441
570,le lavandou,43.137,6.366,18.9,51,0,7.2,FR,1699815441
571,hobyo,5.3505,48.5268,27.09,83,100,4.92,SO,1699815441
572,red hill,33.9996,-79.2581,14.49,79,100,4.86,US,1699815441
573,bahir dar,11.5936,37.3908,17.14,84,100,0.97,ET,1699815442
574,gaigeturi,33.4644,126.3183,7.03,76,100,6.17,KR,1699815442
575,el calafate,-50.3408,-72.2768,9.88,59,86,4.45,AR,1699815442
576,nogliki,51.8333,143.1667,-8.14,61,88,7.15,RU,1699815442
577,jalai nur,49.45,117.7,-11.93,90,10,2.55,CN,1699815442
578,mandawar,29.5,78.1333,16.8,49,0,2.0,IN,1699815443
579,olinda,-8.0089,-34.8553,28.85,58,40,4.63,BR,1699815443
580,belle fourche,44.6714,-103.8522,16.39,21,0,5.66,US,1699815443
581,el jadid,33.2549,-8.506,19.78,79,100,7.84,MA,1699815443
582,cartagena del chaira,1.3349,-74.8429,29.32,75,65,0.69,CO,1699815443
583,mata-utu,-13.2816,-176.1745,28.59,76,22,7.04,WF,1699815444
584,basco,20.4487,121.9702,26.2,81,88,12.24,PH,1699815444
585,tsiombe,-25.3,45.4833,22.28,75,0,1.87,MG,1699815444
586,altena,51.3,7.6667,6.23,92,100,1.98,DE,1699815444
587,menongue,-14.6585,17.691,21.65,65,91,4.46,AO,1699815444
